Samples,Test,Units,Score,SD,Model,Multiplier,socket,foundry,process_size,transistors,die_size,package,market,production_status,release_date,launch_price,part#,frequency,turbo_clock,base_clock,multiplier,multiplier_unlocked,tdp,codename,generation,memory_support,rated_speed,memory_bus,memory_bandwidth,ecc_memory,pci-express,#_of_cores,#_of_threads,smp_#_cpus,integrated_graphics,cache_l1,cache_l2,cache_l3
5.0,pybench,Milliseconds (Average),1123,9,Intel Xeon Gold 5220R,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.2 GHz,up to 3.4 GHz,100 MHz,22.0x,No,185 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,2993 MT/s,Eight-channel,191.6 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",26.0,52.0,2.0,,64 KB (per core),1 MB (per core),39 MB (shared)
6.0,pybench,Milliseconds (Average),1134,24,Intel Xeon Gold 6226R,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.9 GHz,up to 3.5 GHz,100 MHz,29.0x,No,185 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),1 MB (per core),24 MB (shared)
28.0,pybench,Milliseconds (Average),1139,2,Intel Xeon Gold 6254,2,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3J5 CD8067303592700,3 GHz,up to 3.7 GHz,100 MHz,30.0x,No,200 W,Skylake-SP,Xeon Gold  (Skylake-SP),DDR4,,,,Yes,,18.0,36.0,4.0,,64 KB (per core),1 MB (per core),24.75 MB (shared)
6.0,pybench,Milliseconds (Average),1154,23,Intel Celeron G5900,1,Intel Socket 1200,Intel,14 nm,,,FC-LGA1200,Desktop,Active,"Apr 30th, 2020",,SRH44,3.4 GHz,,100 MHz,34.0x,No,58 W,Comet Lake,Celeron  (Comet Lake),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,"Gen 3, 16 Lanes (CPU only)",2,2,1,UHD 610,64 KB (per core),256 KB (per core),2 MB (shared)
5.0,pybench,Milliseconds (Average),1163,26,AMD EPYC 7262,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$575,100-000000041,3.2 GHz,up to 3.4 GHz,100 MHz,32.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",8.0,16.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
30.0,pybench,Milliseconds (Average),1164,99,Intel Core i5-6500,1,Intel Socket 1151,Intel,14 nm,,177 mm²,FC-LGA12C,Desktop,End-of-life,"Jul 2nd, 2015",,SR2L6,3.2 GHz,up to 3.6 GHz,100 MHz,32.0x,No,65 W,Skylake,Core i5  (Skylake),DDR4,2133 MT/s,Dual-channel,34.1 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,HD Graphics 530,64 KB (per core),256 KB (per core),6 MB (shared)
9.0,pybench,Milliseconds (Average),1166,146,Intel Core i3-7100,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA1151,Desktop,Active,"Jan 3rd, 2017",,SR35C,3.9 GHz,,100 MHz,39.0x,No,51 W,Kaby Lake,Core i3  (Kaby Lake),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,No,"Gen 3, 16 Lanes (CPU only)",2,4,1,Intel HD 630,64 KB (per core),256 KB (per core),3 MB (shared)
5.0,pybench,Milliseconds (Average),1179,13,Intel Xeon Gold 5217,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,3 GHz,up to 3.6 GHz,100 MHz,30.0x,No,150 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,2933 MT/s,Eight-channel,187.7 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",12.0,24.0,2.0,,64 KB (per core),1 MB (per core),18 MB (shared)
23.0,pybench,Milliseconds (Average),1179,11,AMD EPYC 7702,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000038,2000 MHz,up to 3.35 GHz,100 MHz,20.0x,No,200 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
12.0,pybench,Milliseconds (Average),1179,14,AMD EPYC 7502P,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000045,2.5 GHz,up to 3.35 GHz,100 MHz,25.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,1.0,,96 KB (per core),512 KB (per core),128 MB (shared)
7.0,pybench,Milliseconds (Average),1181,18,AMD EPYC 7452,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000057,2.2 GHz,up to 3.35 GHz,100 MHz,25.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
12.0,pybench,Milliseconds (Average),1182,21,AMD EPYC 7742,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000053,2.25 GHz,up to 3.4 GHz,100 MHz,22.5x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
14.0,pybench,Milliseconds (Average),1190,170,Intel Core i7-7700,1,Intel Socket 1151,Intel,14 nm,,,,Desktop,Active,"Jan 3rd, 2017",,SR338,3.6 GHz,up to 4.2 GHz,100 MHz,36.0x,No,65 W,Kaby Lake,Core i7  (Kaby Lake),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,HD 630,64 KB (per core),256 KB (per core),8 MB (shared)
10.0,pybench,Milliseconds (Average),1194,15,AMD EPYC 7552,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$4025,100-000000076,2.2 GHz,up to 3.3 GHz,100 MHz,22.0x,No,200 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",48.0,96.0,2.0,,96 KB (per core),512 KB (per core),192 MB (shared)
10.0,pybench,Milliseconds (Average),1197,16,AMD EPYC 7532,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1350,100-000000077,2.3 GHz,up to 3.2 GHz,100 MHz,23.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,96 KB (per core),512 KB (per core),32 MB (per die)
10.0,pybench,Milliseconds (Average),1198,47,Intel Xeon Gold 6248R,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,SRKHP CD8068904572204,2.6 GHz,up to 3.5 GHz,100 MHz,26.0x,No,235 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",28.0,56.0,2.0,,64 KB (per core),1 MB (per core),42 MB (shared)
10.0,pybench,Milliseconds (Average),1199,13,AMD EPYC 7662,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$6366,100-000000318 100-100000318WOF,2000 MHz,up to 3.5 GHz,100 MHz,20.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",56.0,112.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
5.0,pybench,Milliseconds (Average),1199,101,AMD Ryzen Threadripper 2920X,1,AMD Socket SP3r2,GlobalFoundries,12 nm,"9,600 million",2x 213 mm²,sTR4,Desktop,Active,"Oct 3rd, 2018",$649,YD292XA8UC9AF,3.5 GHz,up to 4.3 GHz,100 MHz,35.0x,Yes,180 W,Colfax,Ryzen Threadripper  (Zen+ (Colfax)),DDR4,2933 MT/s,Quad-channel,93.9 GB/s,No,"Gen 3, 60 Lanes (CPU only)",12.0,24.0,1.0,,96 KB (per core),512 KB (per core),32 MB
19.0,pybench,Milliseconds (Average),1206,2,Intel Core i5-8600K,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA1151,Desktop,End-of-life,"Oct 5th, 2017",$257,SR3QU,3.6 GHz,up to 4.3 GHz,100 MHz,36.0x,Yes,95 W,Coffee Lake,Core i5  (Coffee Lake),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,"Gen 3, 16 Lanes (CPU only)",6,6,1,UHD Graphics 630,64 KB (per core),256 KB (per core),9 MB (shared)
8.0,pybench,Milliseconds (Average),1208,14,AMD EPYC 7502,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000054,2.5 GHz,up to 3.35 GHz,100 MHz,25.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
4.0,pybench,Milliseconds (Average),1211,1211,AMD EPYC 7402,2,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1783,100-000000046,2.8 GHz,up to 3.35 GHz,100 MHz,28.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
6.0,pybench,Milliseconds (Average),1216,12,AMD EPYC 7302,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$978,100-000000043,3 GHz,up to 3.3 GHz,100 MHz,30.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
8.0,pybench,Milliseconds (Average),1225,20,AMD EPYC 7272,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$625,100-000000079,2.9 GHz,up to 3.2 GHz,100 MHz,29.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",12.0,24.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
21.0,pybench,Milliseconds (Average),1225,35,AMD EPYC 7642,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000074,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,48.0,96.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
17.0,pybench,Milliseconds (Average),1229,28,Intel Pentium G4400,1,Intel Socket 1151,Intel,14 nm,"1,400 million",150 mm²,,Desktop,Active,"Sep 1st, 2015",,SR2DC,3.3 GHz,,100 MHz,33.0x,No,51 W,Skylake,Pentium  (Skylake),"DDR3, DDR4",2133 MT/s,Dual-channel,34.1 GB/s,No,"Gen 3, 16 Lanes (CPU only)",2,2,1,Intel HD 510,64 KB (per core),256 KB (per core),4 MB (shared)
11.0,pybench,Milliseconds (Average),1231,15,AMD EPYC 7282,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$650,100-000000078,2.8 GHz,up to 3.2 GHz,100 MHz,28.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
20.0,pybench,Milliseconds (Average),1235,142,Intel Core i7-8700B,1,Intel BGA 1440,Intel,14 nm,,154 mm²,FC-BGA14F,Desktop,End-of-life,"Apr 3rd, 2018",$303,SRCX2,3.2 GHz,up to 4.6 GHz,100 MHz,32.0x,No,65 W,Coffee Lake,Core i7  (Coffee Lake),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,"Gen 3, 16 Lanes (CPU only)",6,12,1,UHD Graphics 630,64 KB (per core),256 KB (per core),12 MB (shared)
10.0,pybench,Milliseconds (Average),1236,21,AMD EPYC 7232P,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$450,100-000000081,3.1 GHz,up to 3.2 GHz,100 MHz,31.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),512 KB (per core),16 MB (per die)
13.0,pybench,Milliseconds (Average),1239,135,AMD Ryzen 5 2600 Six-Core,1,AMD Socket FT6,TSMC,6 nm,,100 mm²,FT6,Mobile,Active,"May 23rd, 2023",,100-000000773,2.8 GHz,up to 4.3 GHz,100 MHz,28.0x,No,15 W,Mendocino,Ryzen 5  (Zen 2 (Mendocino)),LPDDR5,5500 MT/s,Dual-channel,88.0 GB/s,No,"Gen 3, 4 Lanes (CPU only)",4,8,1,Radeon 610M,64 KB (per core),512 KB (per core),4 MB (shared)
5.0,pybench,Milliseconds (Average),1241,141,Intel Core i7-4790,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,End-of-life,"May 1st, 2014",$312,SR1QF,3.6 GHz,up to 4 GHz,100 MHz,36.0x,No,84 W,Haswell,Core i7  (Haswell),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4600,64 KB (per core),256 KB (per core),8 MB (shared)
6.0,pybench,Milliseconds (Average),1244,73,AMD EPYC 7502,2,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000054,2.5 GHz,up to 3.35 GHz,100 MHz,25.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
37.0,pybench,Milliseconds (Average),1247,153,AMD EPYC 7742,2,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000053,2.25 GHz,up to 3.4 GHz,100 MHz,22.5x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
5.0,pybench,Milliseconds (Average),1252,1,Intel Xeon Platinum 8259L,2,Intel Socket 4677,Intel,10 nm,,4x 477 mm²,FC-LGA16A,Server/Workstation,Active,"Jan 10th, 2023",,SRM8H,2000 MHz,up to 3.8 GHz,100 MHz,20.0x,No,350 W,Sapphire Rapids,Xeon Platinum  (Sapphire Rapids-SP),DDR5,4800 MT/s,Eight-channel,307.2 GB/s,Yes,"Gen 5, 80 Lanes (CPU only)",56.0,112.0,2.0,,80 KB (per core),2 MB (per core),105 MB
7.0,pybench,Milliseconds (Average),1257,84,Intel Core i7-4770K,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,End-of-life,"Jun 2nd, 2013",$350,SR147,3.5 GHz,up to 3.9 GHz,100 MHz,35.0x,Yes,84 W,Haswell,Core i7  (Haswell),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4600,64 KB (per core),256 KB (per core),8 MB (shared)
6.0,pybench,Milliseconds (Average),1261,5,AMD EPYC 7352,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1350,100-000000077,2.3 GHz,up to 3.2 GHz,100 MHz,23.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,96 KB (per core),512 KB (per core),32 MB (per die)
12.0,pybench,Milliseconds (Average),1282,186,AMD Ryzen 7 1800X Eight-Core,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Mar 2nd, 2017",$499,YD180XBCAEWOF,3.6 GHz,up to 4 GHz,100 MHz,36.0x,Yes,95 W,Zen,Ryzen 7  (Zen (Summit Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB
5.0,pybench,Milliseconds (Average),1299,42,Intel Xeon E5-2687W v3,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,FC-LGA12A,Server/Workstation,End-of-life,"Sep 8th, 2014",$2141,SR1Y6,3.1 GHz,up to 3.5 GHz,100 MHz,31.0x,No,160 W,Haswell-EP,Xeon E5  (Haswell-EP),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,Yes,"Gen 3, 40 Lanes (CPU only)",10.0,20.0,2.0,,64 KB (per core),256 KB (per core),25 MB (shared)
5.0,pybench,Milliseconds (Average),1306,191,Intel Core i7-8559U,1,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,Mobile,Active,"Apr 5th, 2018",,unknown,2.7 GHz,up to 4.5 GHz,100 MHz,27.0x,No,28 W,Kaby Lake-R,Core i7  (Kaby Lake-U Refresh),DDR4,,,,No,,4,8,1,Iris Pro Plus,64 KB (per core),256 KB (per core),8 MB (shared)
9.0,pybench,Milliseconds (Average),1307,188,AMD Ryzen 7 2700 Eight-Core,1,AMD Socket AM4,GlobalFoundries,12 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Apr 19th, 2018",$299,YD2700BBM88AF,3.2 GHz,up to 4.1 GHz,100 MHz,32.0x,Yes,65 W,Zen,Ryzen 7  (Zen+ (Pinnacle Ridge)),DDR4,2933 MT/s,Dual-channel,46.9 GB/s,No,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB (shared)
8.0,pybench,Milliseconds (Average),1310,174,Intel Xeon E5-1680 v3,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,,Server/Workstation,End-of-life,"Sep 8th, 2014",,QFSS SR20H,3.2 GHz,up to 3.8 GHz,100 MHz,32.0x,Yes,140 W,Haswell-EP,Xeon E5  (Haswell-EP),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,Yes,"Gen 3, 40 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),256 KB (per core),20 MB (shared)
8.0,pybench,Milliseconds (Average),1317,13,Intel Core i7-9850H,1,Intel BGA 1440,Intel,14 nm,,149 mm²,FC-BGA1440,Mobile,End-of-life,"Apr 23rd, 2019",,SRFCN,2.6 GHz,up to 4.6 GHz,100 MHz,26.0x,No,45 W,Coffee Lake-HR,Core i7  (Coffee Lake-HR),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,Gen 3,6,12,1,UHD Graphics 630,64 KB (per core),256 KB (per core),12 MB (shared)
16.0,pybench,Milliseconds (Average),1322,125,Intel Core i3-8100,1,Intel Socket 1151,Intel,14 nm,,126 mm²,FC-LGA14C,Desktop,End-of-life,"Oct 5th, 2017",$117,SR3N5,3.6 GHz,,100 MHz,36.0x,No,65 W,Coffee Lake,Core i3  (Coffee Lake),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",4,4,1,UHD Graphics 630,64 KB (per core),256 KB (per core),6 MB (shared)
8.0,pybench,Milliseconds (Average),1322,72,Intel Xeon Silver 4216,1,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3HQ BX806734116 CD8067303567200,2.1 GHz,up to 3 GHz,100 MHz,21.0x,No,85 W,Skylake-SP,Xeon Silver  (Skylake-SP),DDR4,,,,Yes,,12.0,24.0,2.0,,64 KB (per core),1 MB (per core),16.5 MB (shared)
9.0,pybench,Milliseconds (Average),1328,43,Intel Core i3-4130,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,Active,"Sep 1st, 2013",,SR1NP,3.4 GHz,,100 MHz,34.0x,No,54 W,Haswell,Core i3  (Haswell),DDR3,,Dual-channel,,No,Gen 3,2,4,1,Intel HD 4400,64 KB (per core),256 KB (per core),3 MB (shared)
21.0,pybench,Milliseconds (Average),1330,7,Intel Xeon E3-1235L v5,1,Intel Socket 1151,Intel,14 nm,"1,750 million",122 mm²,FC-LGA14C,Server/Workstation,End-of-life,"Oct 19th, 2015",$250,SR2LM,2000 MHz,up to 3 GHz,100 MHz,20.0x,No,25 W,Skylake-DT,Xeon E3  (Skylake-DT),"DDR3, DDR4",2133 MT/s,Dual-channel,34.1 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",4,4,1,HD Graphics P530,64 KB (per core),256 KB (per core),8 MB (shared)
29.0,pybench,Milliseconds (Average),1348,33,Intel Xeon Silver 4108,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.1 GHz,up to 3.3 GHz,100 MHz,21.0x,No,120 W,Ice Lake-SP,Xeon Silver  (Ice Lake-SP),DDR4,2667 MT/s,Eight-channel,170.7 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",12.0,24.0,2.0,,64 KB (per core),1 MB (per core),18 MB (shared)
7.0,pybench,Milliseconds (Average),1354,179,Intel Core i7-,1,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,Mobile,End-of-life,"Aug 21st, 2019",,unknown,1800 MHz,up to 4.9 GHz,100 MHz,18.0x,No,25 W,Comet Lake-U,Core i7  (Comet Lake-U),"DDR3, DDR4",,,,No,,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),8 MB (shared)
13.0,pybench,Milliseconds (Average),1367,84,AMD Ryzen 5 3500U,1,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,Mobile,Active,"Jan 6th, 2019",,YM3500C4T4MFG,2.1 GHz,up to 3.7 GHz,100 MHz,21.0x,No,15 W,Picasso,Ryzen 5  (Zen+ (Picasso)),DDR4,,Dual-channel,,No,Gen 3,4,8,1,Radeon Vega 8,96 KB (per core),512 KB (per core),4 MB (shared)
5.0,pybench,Milliseconds (Average),1381,3,Intel Core i5-3550,1,Intel Socket 1155,Intel,22 nm,"1,400 million",160 mm²,FC-LGA12C,Desktop,End-of-life,"Apr 29th, 2012",$194,SR0P0,3.3 GHz,up to 3.7 GHz,100 MHz,33.0x,No,77 W,Ivy Bridge,Core i5  (Ivy Bridge),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,Intel HD 2500,64 KB (per core),256 KB (per core),6 MB (shared)
20.0,pybench,Milliseconds (Average),1404,36,Intel Core i7-6700K,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA14C,Desktop,End-of-life,"Aug 5th, 2015",$339,SR2L0,4 GHz,up to 4.2 GHz,100 MHz,40.0x,Yes,91 W,Skylake,Core i7  (Skylake),"DDR3, DDR4",2133 MT/s,Dual-channel,34.1 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,HD Graphics 530,64 KB (per core),256 KB (per core),8 MB (shared)
10.0,pybench,Milliseconds (Average),1411,189,Intel Core i5-3570K,1,Intel Socket 1155,Intel,22 nm,"1,400 million",160 mm²,FC-LGA12C,Desktop,End-of-life,"Apr 29th, 2012",$212,SR0PM,3.4 GHz,up to 3.8 GHz,100 MHz,34.0x,Yes,77 W,Ivy Bridge,Core i5  (Ivy Bridge),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,Intel HD 4000,64 KB (per core),256 KB (per core),6 MB (shared)
20.0,pybench,Milliseconds (Average),1423,132,Intel Core i5-8250U,1,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,Mobile,Active,"Aug 21st, 2017",,SR3LA,1600 MHz,up to 3.4 GHz,100 MHz,16.0x,No,15 W,Kaby Lake-R,Core i5  (Kaby Lake-U Refresh),DDR4,,,,No,,4,8,1,UHD 620,64 KB (per core),256 KB (per core),6 MB (shared)
4.0,pybench,Milliseconds (Average),1431,71,Intel Core i5-6500T,1,Intel Socket 1151,Intel,14 nm,,122 mm²,FC-LGA12C,Desktop,End-of-life,"Jul 2nd, 2015",,SR2L8,2.5 GHz,up to 3.1 GHz,100 MHz,25.0x,No,35 W,Skylake,Core i5  (Skylake),"DDR3, DDR4",2133 MT/s,Dual-channel,34.1 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,HD Graphics 530,64 KB (per core),256 KB (per core),6 MB (shared)
17.0,pybench,Milliseconds (Average),1440,174,AMD Athlon 3000G,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,950 million",210 mm²,µOPGA-1331,Desktop,Active,"Nov 20th, 2019",$49,YD3000C6M2OFB YD3000C6FBCBX YD3000C6FBMPK,3.5 GHz,,100 MHz,35.0x,Yes,35 W,Zen,Athlon  (Zen (Raven Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 8 Lanes (CPU only)",2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared)
